chunk_id,page,content
Principles-of-Managerial-Accounting-profitability::chunk_186,157,"the company as a whole as well as the profitability of each
individual retail location. The individual stores are considered
segments within the organization. Graeters might also look at
the profitability of product lines across all locations. In this
case, the data would be segmented by product lines, such as ice
cream and bakery items. A large or complex organization may
segment the overall financial data in multiple ways in order to
analyze the various parts.
The c ontribution margin f ormat is use d to prep are
segmented income statements. The contribution margin
income statement classifies costs on the basis of cost behavior.
Cost behavior is how a cost reacts to changes in production or
sales quantity. Cost behavior is classified as variable, fixed or
mixed.
The c ompany M edia M asters is use d in the f ollowing
sections to demonstrate the process of preparing segmented"
Principles-of-Managerial-Accounting-profitability::chunk_187,157,"The c ompany M edia M asters is use d in the f ollowing
sections to demonstrate the process of preparing segmented
income statements. Media Masters is a rapidly growing social
media game dev elopment c ompany. The c ompany’s
programmers dev elop online games f or social me dia
applications and cell phones.
Video Illustration 5-1:
SEGMENTED INCOME REPORTING | 141"
Principles-of-Managerial-Accounting-profitability::chunk_188,158,"Overview of organizational
segments LO1
Media Masters recently launched a series of
successful social media games causing a spike in
customer subscriptions and sales revenue. To
manage growth and make informed decisions,
the company’s Chief Operating Officer requested
the company’s contribution margin income
statement as well as segmented income
statements.
A contribution margin income statement for the
total company and an example of the company’s
segments are presented in Exhibit 5-1. Media
Masters is currently reporting total net operating
income of $25,000. The company has two major
divisions–social media games and cell phone
games. Each division can be further segmented
into product lines. For example, the social media
games division consists of two major project
lines–role playing games and puzzle games.
Exhibit 5-1 Media Masters contribution
142 | SEGMENTED INCOME REPORTING"
Principles-of-Managerial-Accounting-profitability::chunk_189,159,"margin income statement, organizational
segments, and video explanation
SEGMENTED INCOME REPORTING | 143"
Principles-of-Managerial-Accounting-profitability::chunk_190,160,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/5+SIR+Video+Illustration+5-1/1_fe9cri65
Check your understanding LO1
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
144 | SEGMENTED INCOME REPORTING"
Principles-of-Managerial-Accounting-profitability::chunk_191,161,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=73#h5p-51
Prepare a segmented income
statement LO2
A segmented inc ome statemen t is b ased on the
contribution margin inc ome statemen t format. The
contribution margin income statement and segmented income
statement b y division f or M edia M asters is presente d in
Exhibit 5-2. Notice thatnet operating income $25,000 is the
same on both statements. Although variable and fixed costs
are allocated differently on the segmented income statement,
net operating income will always be the same.
Exhibit 5-2 M edia Masters Contri bution ma rgin
income statement and Segmented income statement by
division
SEGMENTED INCOME REPORTING | 145"
Principles-of-Managerial-Accounting-profitability::chunk_192,162,"There are tw o ma jor diff erences betw een a segmen ted
income statement and a c ontribution margin inc ome
statement. First, c ontribution margin inc ome statement
reports one contribution margin whereas the segmented
income statement reports the contribution margin as well as
146 | SEGMENTED INCOME REPORTING"
Principles-of-Managerial-Accounting-profitability::chunk_193,163,"the segment margin . Second, the c ontribution margin
income statement reports fixed expenses in total whereas the
segmented income statement divides fixed expenses between
traceable fixed expenses or c osts and common fixed
expenses or costs. Both of these differences are discussed in
detail in the below sections.
Contribution margin and
segment margin LO3
Contribution margin
Segmented income reporting traces sales revenue, variable
costs, and fixed costs to the organizational segments
responsible for generating the sales revenue or costs. Since
sales revenue and variable costs are typically driven by units
sold these items can be easily traced to a particular segment. For
example, it is easy to determine if a sale was a social media game
or a cell phone game.
As illustrated in Exhibit 5-2, both the contribution margin
income statement and the segmented income statement report"
Principles-of-Managerial-Accounting-profitability::chunk_194,163,"As illustrated in Exhibit 5-2, both the contribution margin
income statement and the segmented income statement report
contribution margin. Contribution margin is computed the
same w ay on both statements. C ontribution margin is
calculated as sales revenue less variable expenses. Sales revenue
is c onsidered a v ariable rev enue. Both sales rev enue and
variable expenses are typically driven by units of sales or units
SEGMENTED INCOME REPORTING | 147"
Principles-of-Managerial-Accounting-profitability::chunk_195,164,"of production. Since unit sales and units of production are
easily trac eable to a division, sales rev enue and v ariable
expenses are generally easy to allocate to a specific segment.
Segment margin
Refer to Exhibit 5-2. The contribution margin is $335,000
for both the contribution margin income statement and the
segmented income statement. Contribution margin is the sales
revenue less variable expenses on both statements. On the
segmented inc ome statement, traceable fix ed c osts are
subtracted from the c ontribution margin to c alculate the
segment margin. Segment margin represents the sales revenue
of a p articular segment less v ariable e xpenses and fix ed
expenses that are traceable to the segment. Or, segment margin
can be interpreted as the profitability of a particular segment
before common fixed costs are incurred.
Common fixed costs are not alloc ated to a p articular"
Principles-of-Managerial-Accounting-profitability::chunk_196,164,"before common fixed costs are incurred.
Common fixed costs are not alloc ated to a p articular
segment since they are common costs. Instead, common fixed
costs are subtracted from the total company segment margin
to arrive at net operating income. For Media Masters in Exhibit
5-2, the total divisional segment margin is $75,000. Common
fixed costs are subtracted from the total divisional segment
margin to arrive at net operating income of $25,000.
148 | SEGMENTED INCOME REPORTING"
Principles-of-Managerial-Accounting-profitability::chunk_197,165,"Check your understanding LO3
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=73#h5p-54
Fixed costs and the
segmented income
statement LO4
Unlike variable revenue and variable costs, fixed costs are
more difficult to allocate to segments since some fixed costs
are generated by a particular segment and some fixed costs are
common to all the segments.
SEGMENTED INCOME REPORTING | 149"
Principles-of-Managerial-Accounting-profitability::chunk_198,166,"Traceable fixed costs
Traceable fixed costs are costs that can be traced directly to
an organizational segment. For example, assume that the
social media games segment employs a product developer that
works solely on social media games. Her salary is a fixed cost
that is trac eable to that division. Another w ay to loo k at
traceable fixed costs is that they are c osts that w ould be
eliminated if the segment were eliminated.
Refer to the c ontribution margin inc ome statement in
Exhibit 5-2. Total fixed costs for Media Masters is $310,000.
Now refer to the segmented income statement in Exhibit 5-2.
Of the $310,000 in total fixed costs, management determined
that $260,000 w ere trac eable to the tw o divisions, with
$140,400 traceable to the social me dia games division and
$119,600 traceable to the cell phone games divisions.
Common fixed costs"
Principles-of-Managerial-Accounting-profitability::chunk_199,166,"$119,600 traceable to the cell phone games divisions.
Common fixed costs
Common fixed costs are costs that are common to, or shared
by, all organizational segments. For example, the President
of Media Masters manages both divisions. Her salary would
be considered a common fixed cost since it is not traceable to
a particular segment. For the purposes of segment income
reporting, common fixed costs are not used to calculate the
segment margin since these costs are not traceable to the
segment and would not be eliminated if the segment were
150 | SEGMENTED INCOME REPORTING"
Principles-of-Managerial-Accounting-profitability::chunk_200,167,"eliminated. Instead, common fixed costs are deducted from the
segment margin to arrive at net operating income.
Refer to the segmented income statement in Exhibit 5-2.
Total fixed costs less traceable fixed costs leaves common fixed
costs, $310,000 – 260,000 = $50,000 common fixed costs.
Since these costs are shared by the segments, they are not used
to calculate the segment margin.
Check your understanding LO4
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=73#h5p-52
SEGMENTED INCOME REPORTING | 151"
